Product ID,Brand,Product Name,Nano-hydroxyapatite,Hydroxyapatite,Potassium Nitrate,Arginine,Xylitol,CPC,Chlorhexidine,Baking Soda,Activated Charcoal,Essential Oils,Titanium Dioxide,Artificial Colors,Artificial Sweeteners,Alcohol-Free,Recyclable Packaging,Plastic-Free Packaging,Subscription Available,Basis
HEL004,Hello Products,Sensitivity Relief Fluoride Toothpaste,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
HEL005,Hello Products,Antiplaque Whitening Fluoride-Free Coconut Oil,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
HEL006,Hello Products,Farm to Tube Vegan Fluoride Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
HEL007,Hello Products,Whitening Fluoride-Free Charcoal Kids,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,Yes,Yes,No / brand markets as TiO2-free,No,No,"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)","Yes (Colgate-Palmolive HDPE recyclable tube rollout, confirmed)",No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR001,Marvis,Classic Strong Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR002,Marvis,Whitening Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR003,Marvis,Aquatic Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR004,Marvis,Cinnamon Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR005,Marvis,Jasmin Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR006,Marvis,Amarelli Licorice Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR007,Marvis,Ginger Mint,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
MAR008,Marvis,Sweet & Sour Rhubarb,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR001,Curaprox,Black Is White Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR002,Curaprox,Enzycal 950,No / not indicated,No,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR003,Curaprox,Enzycal 1450,No / not indicated,No,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR004,Curaprox,Be You Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR005,Curaprox,Kids Toothpaste 0-4 / 4-12,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR006,Curaprox,Perio Plus Toothpaste,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR007,Curaprox,Whitening Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CUR008,Curaprox,Superwhite Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Yes,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,Yes (brand DTC site),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ZEN001,Zendium,Advanced Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ZEN002,Zendium,Complete Protection,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ZEN003,Zendium,White Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ZEN004,Zendium,Sensitive Toothpaste,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
ZEN005,Zendium,Kids Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Not confirmed,Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG001,Signal,White Now,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG002,Signal,Integral 8,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG003,Signal,Herbal,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,Yes,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG004,Signal,Sensitive Expert,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG005,Signal,Kids Toothpaste,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG006,Signal,Cavity Fighter,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG007,Signal,Anti-Plaque,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
SIG008,Signal,White System,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CLO001,Closeup,Red Hot Gel,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CLO002,Closeup,Ever Fresh Gel,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CLO003,Closeup,Menthol Fresh Gel,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CLO004,Closeup,Deep Action Gel,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CLO005,Closeup,Milk Calcium,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
CLO006,Closeup,Diamond Attraction Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP001,Pepsodent,Center Fresh Gel,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP002,Pepsodent,Germicheck,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP003,Pepsodent,Complete Care 12,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP004,Pepsodent,Whitening,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP005,Pepsodent,Expert Protection Total Care,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP006,Pepsodent,Herbal,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,Yes,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP007,Pepsodent,Ayurvedic Extracts,No / not indicated,No / not indicated,No (not a sensitivity-relief line),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,Yes,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
PEP008,Pepsodent,Sensitive Expert,No / not indicated,No / not indicated,Likely Yes (typical for sodium-fluoride sensitivity lines),Not confirmed,Not confirmed,No (not typical for toothpaste; mainly used in mouthwash),No (prescription-only ingredient; not found in OTC lines listed),No / not indicated,No,No / uses synthetic flavoring,Likely Yes (standard opacifier in conventional paste),Likely Yes (colored gel/stripe formula),Likely Yes (saccharin common in mainstream formulas),"Yes (alcohol is a mouthwash ingredient, not typically used in toothpaste)",Not confirmed,No / standard plastic tube,No direct brand subscription (retail-only),See OralAtlas README tab → 'Advanced Features methodology' for how each column was determined (confirmed vs. inferred).
